CourseOffering,Predicted,term,year,Course,Actual,Error,AbsError,AbsPercentError
CSC2252010-3,59.43,3,2010,CSC225,68,-8.57,8.57,0.1260294117647059
CSC2252010-1,23.93,1,2010,CSC225,36,-12.07,12.07,0.3352777777777778
CSC2252010-2,41.49,2,2010,CSC225,51,-9.509999999999998,9.509999999999998,0.18647058823529408
CSC2252011-3,62.97,3,2011,CSC225,57,5.969999999999999,5.969999999999999,0.10473684210526314
CSC2252011-1,32.66,1,2011,CSC225,31,1.6599999999999966,1.6599999999999966,0.053548387096774085
CSC2252011-2,54.85,2,2011,CSC225,56,-1.1499999999999986,1.1499999999999986,0.02053571428571426
CSC2252012-3,58.44,3,2012,CSC225,81,-22.560000000000002,22.560000000000002,0.27851851851851855
CSC2252012-1,31.97,1,2012,CSC225,26,5.969999999999999,5.969999999999999,0.22961538461538458
CSC2252012-2,55.21,2,2012,CSC225,75,-19.79,19.79,0.26386666666666664
CSC2252013-3,76.17,3,2013,CSC225,70,6.170000000000002,6.170000000000002,0.08814285714285716
CSC2252013-1,30.26,1,2013,CSC225,41,-10.739999999999998,10.739999999999998,0.2619512195121951
CSC2252013-2,71.09,2,2013,CSC225,65,6.090000000000003,6.090000000000003,0.09369230769230774
CSC2252014-3,72.38,3,2014,CSC225,80,-7.6200000000000045,7.6200000000000045,0.09525000000000006
CSC2252014-1,37.37,1,2014,CSC225,41,-3.6300000000000026,3.6300000000000026,0.08853658536585372
CSC2252014-2,65.64,2,2014,CSC225,116,-50.36,50.36,0.4341379310344827
CSC2252015-1,45.21,1,2015,CSC225,104,-58.79,58.79,0.5652884615384616
CSC2252016-1,83.33,1,2016,CSC225,81,2.3299999999999983,2.3299999999999983,0.02876543209876541
CSC2252016-2,106.79,2,2016,CSC225,168,-61.209999999999994,61.209999999999994,0.36434523809523806
CSC2252017-3,145.88,3,2017,CSC225,124,21.879999999999995,21.879999999999995,0.17645161290322578
CSC2252017-1,91.0,1,2017,CSC225,99,-8.0,8.0,0.08080808080808081
CSC2252019-3,132.73,3,2019,CSC225,142,-9.27000000000001,9.27000000000001,0.06528169014084514
CSC2252019-1,93.14,1,2019,CSC225,63,30.14,30.14,0.4784126984126984
CSC2252020-1,74.5,1,2020,CSC225,106,-31.5,31.5,0.2971698113207547
CSC2252020-2,154.17,2,2020,CSC225,163,-8.830000000000013,8.830000000000013,0.054171779141104374
CSC2252021-3,149.48,3,2021,CSC225,156,-6.52000000000001,6.52000000000001,0.04179487179487186
CSC2252022-3,152.74,3,2022,CSC225,110,42.74000000000001,42.74000000000001,0.38854545454545464
CSC2252022-1,106.77,1,2022,CSC225,62,44.769999999999996,44.769999999999996,0.7220967741935483
